"Date","Price","Open","High","Low","Vol.","Change %"
"05/16/2024","1,520.000","1,520.000","1,545.000","1,520.000","","0.07%"
"05/15/2024","1,519.000","1,499.000","1,545.000","1,475.000","","1.40%"
"05/14/2024","1,498.000","1,420.900","1,525.000","1,382.500","","5.50%"
"05/13/2024","1,419.900","1,440.800","1,475.000","1,395.000","","-1.38%"
"05/10/2024","1,439.800","1,430.050","1,465.000","1,430.050","","0.75%"
"05/09/2024","1,429.050","1,405.800","1,455.000","1,405.800","","1.73%"
"05/08/2024","1,404.800","1,383.900","1,430.000","1,383.900","","1.50%"
"05/07/2024","1,384.000","1,381.000","1,389.000","1,380.000","","0.29%"
"05/06/2024","1,380.000","1,380.000","1,406.000","1,365.500","","0.07%"
"05/03/2024","1,379.000","1,350.900","1,405.000","1,345.950","","2.16%"
"05/02/2024","1,349.900","1,390.520","1,397.260","1,350.900","","-2.81%"
"05/01/2024","1,389.000","1,390.000","1,394.260","1,390.000","","0.00%"
"04/30/2024","1,389.000","1,415.000","1,415.000","1,365.000","","2.51%"
"04/29/2024","1,355.000","1,380.000","1,390.000","1,356.000","","1.92%"
"04/26/2024","1,329.440","1,278.030","1,385.000","1,278.030","","4.10%"
"04/25/2024","1,277.030","1,350.000","1,400.000","1,278.015","","2.08%"
"04/24/2024","1,251.050","1,231.000","1,345.000","1,231.000","","1.71%"
"04/23/2024","1,230.000","1,275.000","1,310.000","1,216.000","","0.00%"
"04/22/2024","1,230.000","1,115.000","1,255.500","1,003.000","","22.75%"
"04/19/2024","1,002.000","1,148.530","1,350.000","1,002.000","","-12.68%"
"04/18/2024","1,147.530","1,161.710","1,177.855","1,137.265","","-1.14%"
"04/17/2024","1,160.710","1,160.000","1,172.855","1,115.000","","2.00%"
"04/16/2024","1,138.000","1,151.000","1,190.000","1,139.000","","-1.04%"
"04/15/2024","1,150.000","1,190.000","1,190.000","1,143.500","","0.00%"
"04/12/2024","1,150.000","1,247.170","1,263.085","1,151.000","","-7.72%"
"04/11/2024","1,246.170","1,247.170","1,247.170","1,247.050","","1.31%"
"04/10/2024","1,230.000","1,247.170","1,247.170","1,235.000","","-1.30%"
"04/09/2024","1,246.170","1,231.000","1,247.170","1,231.000","","1.31%"
"04/08/2024","1,230.000","1,245.500","1,295.000","1,220.500","","-1.17%"
"04/05/2024","1,244.500","1,350.000","1,354.995","1,237.000","","-0.44%"
"04/04/2024","1,250.000","1,350.000","1,365.000","1,251.000","","0.00%"
"04/03/2024","1,250.000","1,281.000","1,365.000","1,230.000","","-2.34%"
"04/02/2024","1,280.000","1,304.340","1,450.000","1,266.000","","-1.79%"
"04/01/2024","1,303.340","1,304.340","1,304.340","1,304.340","","0.03%"
"03/29/2024","1,303.000","1,416.130","1,416.130","1,304.170","","-7.92%"
"03/28/2024","1,415.130","1,416.130","1,420.065","1,290.000","","0.00%"
"03/27/2024","1,415.130","1,405.970","1,550.500","1,285.500","","0.79%"
"03/26/2024","1,404.000","1,448.890","1,577.000","1,275.500","","-3.03%"
"03/25/2024","1,447.890","1,448.890","1,661.000","1,375.500","","0.00%"
"03/22/2024","1,447.890","1,410.940","1,661.000","1,325.500","","2.69%"
"03/21/2024","1,409.940","1,562.190","1,562.190","1,300.500","","-9.69%"
"03/20/2024","1,561.190","1,477.250","1,573.500","1,420.500","","5.75%"
"03/19/2024","1,476.250","1,573.010","1,573.505","1,477.250","","-6.09%"
"03/18/2024","1,572.010","1,610.740","1,610.740","1,400.250","","-2.34%"
"03/15/2024","1,609.740","1,591.500","1,611.870","1,570.250","","1.21%"
"03/14/2024","1,590.500","1,594.500","1,594.955","1,585.500","","-0.15%"
"03/13/2024","1,592.910","1,612.780","1,612.780","1,580.250","","-1.17%"
"03/12/2024","1,611.780","1,625.230","1,625.230","1,575.250","","-0.77%"
"03/11/2024","1,624.230","1,594.340","1,625.230","1,531.000","","1.94%"
"03/08/2024","1,593.340","1,590.140","1,594.340","1,505.500","","0.26%"
"03/07/2024","1,589.140","1,591.170","1,595.500","1,580.250","","-0.06%"
"03/06/2024","1,590.170","1,561.010","1,592.585","1,560.500","","1.93%"
"03/05/2024","1,560.010","1,544.580","1,561.010","1,500.500","","1.06%"
"03/04/2024","1,543.580","1,544.580","1,544.580","1,380.500","","-0.09%"
"03/01/2024","1,545.000","1,617.550","1,617.550","1,300.500","","-4.43%"
"02/29/2024","1,616.550","1,630.660","1,630.660","1,300.500","","-0.80%"
"02/28/2024","1,629.660","1,579.080","1,630.660","1,507.500","","3.27%"
"02/27/2024","1,578.080","1,506.850","1,662.850","1,506.425","","4.80%"
"02/26/2024","1,505.850","1,489.400","1,560.500","1,489.400","","1.17%"
"02/23/2024","1,488.400","1,489.400","1,607.000","1,470.500","","0.00%"
"02/22/2024","1,488.400","1,606.320","1,607.160","1,489.400","","-7.26%"
"02/21/2024","1,605.000","1,606.300","1,680.750","1,420.500","","0.00%"
"02/20/2024","1,605.000","1,493.730","1,607.650","1,490.500","","7.52%"
"02/19/2024","1,492.730","1,493.730","1,531.000","1,250.750","","0.00%"
"02/16/2024","1,492.730","1,517.200","1,530.750","1,493.365","","-1.55%"
"02/15/2024","1,516.200","1,515.590","1,518.600","1,449.500","","0.11%"
"02/14/2024","1,514.590","1,515.590","1,516.795","1,449.500","","0.00%"
"02/13/2024","1,514.590","1,481.980","1,517.295","1,449.500","","0.97%"
"02/12/2024","1,500.000","1,474.620","1,503.750","1,250.750","","1.79%"
"02/09/2024","1,473.620","1,445.060","1,474.620","1,250.500","","2.05%"
"02/08/2024","1,444.060","1,418.130","1,445.060","1,250.500","","1.90%"
"02/07/2024","1,417.130","1,408.000","1,418.130","1,408.000","","0.72%"
"02/06/2024","1,407.000","1,421.020","1,421.020","1,250.500","","-0.92%"
"02/05/2024","1,420.020","1,414.120","1,421.020","1,100.500","","0.49%"
"02/02/2024","1,413.120","1,357.380","1,414.120","950.500","","4.18%"
"02/01/2024","1,356.380","1,192.940","1,358.700","1,100.500","","13.80%"
"01/31/2024","1,191.940","1,100.500","1,192.940","1,100.500","","8.36%"
"01/30/2024","1,100.000","892.050","1,250.750","892.050","","23.45%"
"01/29/2024","891.050","899.200","911.000","892.050","","-0.80%"
"01/26/2024","898.200","887.390","901.500","887.390","","1.33%"
"01/25/2024","886.390","900.270","900.980","887.390","","-1.43%"
"01/24/2024","899.270","914.560","914.560","870.500","","-1.56%"
"01/23/2024","913.560","891.010","914.560","849.500","","2.65%"
"01/22/2024","890.010","891.040","911.000","891.005","","0.00%"
"01/19/2024","890.040","895.520","910.750","860.500","","-0.50%"
"01/18/2024","894.520","859.060","910.750","859.060","","4.26%"
"01/17/2024","858.000","853.770","910.750","853.770","","0.61%"
"01/16/2024","852.770","865.990","910.750","853.770","","-1.41%"
"01/15/2024","864.990","865.990","879.680","865.990","","-9.61%"
"01/12/2024","957.000","958.050","959.025","958.025","","-0.01%"
"01/11/2024","957.050","951.490","959.025","951.245","","0.69%"
"01/10/2024","950.490","952.500","952.745","951.245","","4.11%"
"01/09/2024","913.000","885.200","914.500","885.200","","0.00%"
"01/08/2024","913.000","914.430","914.715","884.500","","0.00%"
"01/05/2024","913.000","912.440","914.715","884.500","","0.17%"
"01/04/2024","911.440","891.900","912.440","884.500","","2.31%"
"01/03/2024","890.900","884.800","891.900","884.400","","0.89%"
"01/02/2024","883.000","882.030","897.500","882.030","","0.22%"
"01/01/2024","881.030","882.030","882.030","882.030","","0.00%"
"12/29/2023","881.030","896.610","897.805","882.030","","-1.63%"
"12/28/2023","895.610","885.000","905.500","885.000","","1.31%"
"12/27/2023","884.000","905.100","906.050","884.500","","-2.22%"
"12/26/2023","904.100","904.100","906.050","904.050","","-0.14%"
"12/25/2023","905.390","905.390","905.390","905.390","","0.00%"
"12/22/2023","905.390","903.000","906.390","903.000","","0.38%"
"12/21/2023","902.000","825.000","903.000","825.000","","9.47%"
"12/20/2023","824.000","825.000","825.000","825.000","","0.00%"
"12/19/2023","824.000","825.000","825.000","825.000","","4.44%"
"12/18/2023","789.000","790.000","790.000","790.000","","0.00%"
"12/15/2023","789.000","791.000","802.500","789.500","","-0.13%"
"12/14/2023","790.000","803.000","803.500","789.500","","-1.50%"
"12/13/2023","802.000","802.420","803.500","789.500","","0.07%"
"12/12/2023","801.450","791.000","803.225","789.500","","1.45%"
"12/11/2023","790.000","791.000","802.500","789.500","","0.00%"
"12/08/2023","790.000","801.000","802.500","789.500","","-1.25%"
"12/07/2023","800.000","802.000","803.000","789.500","","-0.12%"
"12/06/2023","801.000","802.000","802.000","802.000","","0.00%"
"12/05/2023","801.000","799.000","819.500","789.500","","0.38%"
"12/04/2023","798.000","789.000","799.500","789.000","","1.27%"
"12/01/2023","788.000","790.500","790.500","788.500","","-0.25%"
"11/30/2023","790.000","793.500","793.500","789.500","","-0.38%"
"11/29/2023","793.000","789.500","793.500","789.500","","0.51%"
"11/28/2023","789.000","799.500","806.500","789.500","","-1.25%"
"11/27/2023","799.000","789.500","806.500","789.500","","-0.62%"
"11/24/2023","804.000","804.390","806.500","804.390","","0.01%"
"11/23/2023","803.890","804.390","804.390","804.390","","0.00%"
"11/22/2023","803.890","816.600","816.600","804.390","","-1.50%"
"11/21/2023","816.100","820.180","821.840","816.600","","-0.44%"
"11/20/2023","819.680","840.040","845.500","819.840","","-2.37%"
"11/17/2023","839.540","827.340","845.500","827.340","","1.54%"
"11/16/2023","826.840","843.580","845.540","827.340","","-1.93%"
"11/15/2023","843.080","843.580","846.000","843.540","","-0.22%"
"11/14/2023","844.940","844.940","845.440","845.440","","5.35%"
"11/13/2023","802.000","803.000","803.000","803.000","","0.00%"
"11/10/2023","802.000","803.000","803.000","803.000","","0.00%"
"11/09/2023","802.000","803.300","803.400","802.900","","-0.10%"
"11/08/2023","802.800","786.590","806.500","786.590","","2.13%"
"11/07/2023","786.090","799.700","806.500","786.590","","-1.64%"
"11/06/2023","799.200","806.770","807.135","789.500","","-0.88%"
"11/03/2023","806.270","815.510","815.510","806.135","","2.45%"
"11/02/2023","787.000","787.500","788.500","787.500","","0.00%"
"11/01/2023","787.000","787.500","789.500","786.500","","0.25%"
"10/31/2023","785.000","786.480","786.990","785.990","","-0.12%"
"10/30/2023","785.980","790.500","795.000","785.990","","-0.51%"
"10/27/2023","790.000","802.700","802.700","789.500","","-1.52%"
"10/26/2023","802.200","795.430","802.700","788.500","","0.91%"
"10/25/2023","794.930","795.430","795.465","789.500","","0.00%"
"10/24/2023","794.930","883.500","883.500","795.430","","-9.97%"
"10/23/2023","883.000","859.730","884.500","859.115","","2.77%"
"10/20/2023","859.230","859.730","861.115","859.115","","12.46%"
"10/19/2023","764.000","774.940","774.940","766.000","","-1.35%"
"10/18/2023","774.440","764.740","774.940","764.620","","1.33%"
"10/17/2023","764.240","765.430","767.465","764.620","","-0.09%"
"10/16/2023","764.930","770.010","775.500","765.430","","-0.60%"
"10/13/2023","769.510","768.600","775.500","768.600","","0.20%"
"10/12/2023","768.000","759.990","769.050","759.990","","1.12%"
"10/11/2023","759.490","763.530","775.500","759.990","","-0.46%"
"10/10/2023","763.030","759.210","776.500","759.210","","0.57%"
"10/09/2023","758.710","772.040","772.040","759.210","","-1.66%"
"10/06/2023","771.540","762.040","772.040","762.040","","1.31%"
"10/05/2023","761.540","747.110","770.500","747.110","","2.00%"
"10/04/2023","746.610","766.950","770.500","747.100","","-2.59%"
"10/03/2023","766.450","766.970","798.500","766.950","","0.00%"
"10/02/2023","766.470","769.550","771.025","766.970","","-0.20%"
"09/29/2023","768.000","778.100","781.500","768.800","","-1.23%"
"09/28/2023","777.600","778.100","798.500","778.100","","0.00%"
"09/27/2023","777.600","779.550","781.525","777.800","","-0.19%"
"09/26/2023","779.050","779.550","781.525","779.525","","0.00%"
"09/25/2023","779.050","784.500","784.500","756.960","","1.51%"
"09/22/2023","767.430","767.930","767.930","767.930","","0.00%"
"09/21/2023","767.430","770.770","776.500","767.930","","-0.37%"
"09/20/2023","770.270","775.830","784.500","770.770","","-0.65%"
"09/19/2023","775.330","760.430","789.500","760.430","","2.03%"
"09/18/2023","759.930","768.240","789.500","760.430","","-1.02%"
"09/15/2023","767.740","768.690","789.500","768.240","","-1.95%"
"09/14/2023","783.000","746.680","784.500","746.680","","4.93%"
"09/13/2023","746.180","770.830","770.830","744.500","","-3.14%"
"09/12/2023","770.330","738.040","770.830","738.040","","4.45%"
"09/11/2023","737.540","750.500","755.000","738.040","","-6.52%"
"09/08/2023","789.000","785.030","789.500","785.030","","0.57%"
"09/07/2023","784.530","754.360","785.030","754.360","","4.19%"
"09/06/2023","753.000","761.030","761.030","753.930","","-0.99%"
"09/05/2023","760.530","757.020","765.500","744.500","","0.53%"
"09/04/2023","756.520","757.020","757.020","757.020","","0.00%"
"09/01/2023","756.520","773.500","775.500","738.500","","-2.13%"
"08/31/2023","773.000","773.500","774.500","773.500","","0.00%"
"08/30/2023","773.000","772.470","784.500","740.500","","0.13%"
"08/29/2023","771.970","774.400","774.400","760.500","","-0.25%"
"08/28/2023","773.900","772.340","774.400","771.340","","0.40%"
"08/25/2023","770.840","755.710","774.500","740.500","","2.20%"
"08/24/2023","754.210","756.770","773.500","755.105","","-0.14%"
"08/23/2023","755.270","762.290","762.290","756.770","","-0.73%"
"08/22/2023","760.790","745.140","769.500","745.140","","2.31%"
"08/21/2023","743.640","746.430","769.500","745.140","","-0.17%"
"08/18/2023","744.930","767.970","769.500","746.430","","-2.81%"
"08/17/2023","766.470","785.890","785.890","761.500","","-2.28%"
"08/16/2023","784.390","760.500","785.890","760.500","","3.35%"
"08/15/2023","759.000","766.400","766.400","755.500","","-0.91%"
"08/14/2023","766.000","769.270","770.385","766.400","","-0.23%"
"08/11/2023","767.770","769.270","769.270","769.270","","0.00%"
"08/10/2023","767.770","769.270","769.270","769.270","","0.00%"
"08/09/2023","767.770","762.940","769.270","762.940","","0.83%"
"08/08/2023","761.440","751.120","762.940","751.120","","1.58%"
"08/07/2023","749.620","767.450","787.500","751.120","","-2.13%"
"08/04/2023","765.950","777.500","778.000","767.450","","-1.42%"
"08/03/2023","777.000","776.360","792.500","760.500","","0.00%"
"08/02/2023","777.000","758.520","778.500","752.500","","2.64%"
"08/01/2023","757.020","760.400","771.550","745.500","","-0.25%"
"07/31/2023","758.900","775.780","792.500","759.950","","-1.99%"
"07/28/2023","774.280","775.500","790.000","775.500","","0.04%"
"07/27/2023","774.000","789.420","790.000","764.500","","-1.77%"
"07/26/2023","787.920","793.320","793.320","789.420","","-0.49%"
"07/25/2023","791.820","793.320","793.320","780.500","","0.00%"
"07/24/2023","791.820","776.000","793.410","776.000","","2.24%"
"07/21/2023","774.500","791.010","792.500","775.250","","-1.90%"
"07/20/2023","789.510","782.810","791.500","775.500","","1.05%"
"07/19/2023","781.310","773.310","799.500","773.310","","-0.85%"
"07/18/2023","788.000","776.170","791.300","773.310","","1.72%"
"07/17/2023","774.670","776.500","776.500","775.500","","-0.04%"
"07/14/2023","775.000","777.500","777.500","776.500","","-0.13%"
